"# EDITED with R"	""	""	""	""	""	""	""	""	""	""	""
"name"	"name:ca"	"alt_name"	"alt_name:ca"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"typeOSM"	"idOSM"	"multilang_names"	"all_tags"
"Torrent de Can Colà"	"Torrent de Can Colà"							"way"	"662685222"		"{'intermittent': 'yes', 'name': 'Torrent de Can Colà', 'waterway': 'stream'}"
"Torrent de Can Colà"	"Torrent de Can Colà"							"way"	"662685223"		"{'intermittent': 'yes', 'layer': '-1', 'name': 'Torrent de Can Colà', 'tunnel': 'yes', 'waterway': 'stream'}"
"Torrent de Can Colà"	"Torrent de Can Colà"							"way"	"662685221"		"{'intermittent': 'yes', 'layer': '-1', 'name': 'Torrent de Can Colà', 'tunnel': 'yes', 'waterway': 'stream'}"
"Torrent de Can Colà"	"Torrent de Can Colà"							"way"	"662685226"		"{'intermittent': 'yes', 'name': 'Torrent de Can Colà', 'waterway': 'stream'}"
"Torrent de Can Colà"	"Torrent de Can Colà"							"way"	"662685229"		"{'intermittent': 'yes', 'name': 'Torrent de Can Colà', 'waterway': 'stream'}"
"Torrent de Can Colà"	"Torrent de Can Colà"							"way"	"662685225"		"{'intermittent': 'yes', 'layer': '-1', 'name': 'Torrent de Can Colà', 'tunnel': 'yes', 'waterway': 'stream'}"
"Torrent de Can Colà"	"Torrent de Can Colà"							"way"	"662685224"		"{'intermittent': 'yes', 'name': 'Torrent de Can Colà', 'waterway': 'stream'}"
"Torrent de Can Colà"	"Torrent de Can Colà"							"way"	"662685228"		"{'intermittent': 'yes', 'name': 'Torrent de Can Colà', 'waterway': 'stream'}"
"Torrent de Can Colà"	"Torrent de Can Colà"							"way"	"662685227"		"{'intermittent': 'yes', 'layer': '-1', 'name': 'Torrent de Can Colà', 'tunnel': 'yes', 'waterway': 'stream'}"
"Torrent de la Font de l'Avi"	"Torrent de la Font de l'Avi"							"way"	"663217651"		"{'intermittent': 'yes', 'name': \"Torrent de la Font de l'Avi\", 'waterway': 'stream'}"
"Torrent de la Font de l'Avi"	"Torrent de la Font de l'Avi"							"way"	"663217650"		"{'intermittent': 'yes', 'name': \"Torrent de la Font de l'Avi\", 'waterway': 'stream'}"
"Torrent de la Fontfreda"	"Torrent de la Fontfreda"							"way"	"663217666"		"{'intermittent': 'yes', 'name': 'Torrent de la Fontfreda', 'waterway': 'stream'}"
"Torrent de la Fontfreda"	"Torrent de la Fontfreda"							"way"	"663217670"		"{'ford': 'yes', 'highway': 'path', 'intermittent': 'yes', 'name': 'Torrent de la Fontfreda', 'waterway': 'stream'}"
"Torrent de la Fontfreda"	"Torrent de la Fontfreda"							"way"	"663217667"		"{'intermittent': 'yes', 'layer': '-1', 'name': 'Torrent de la Fontfreda', 'tunnel': 'yes', 'waterway': 'stream'}"
"Torrent de la Fontfreda"	"Torrent de la Fontfreda"							"way"	"663217668"		"{'intermittent': 'yes', 'name': 'Torrent de la Fontfreda', 'waterway': 'stream'}"
"Torrent del Ranxo"	"Torrent del Ranxo"							"way"	"534304534"		"{'intermittent': 'yes', 'name': 'Torrent del Ranxo', 'waterway': 'stream'}"
"Torrent del Ranxo"	"Torrent del Ranxo"							"way"	"534304537"		"{'ford': 'yes', 'intermittent': 'yes', 'name': 'Torrent del Ranxo', 'waterway': 'stream'}"
"Turó del Sol"	"Turó del Sol"							"node"	"6812437100"		"{'amenity': 'restaurant', 'cuisine': 'regional', 'email': 'turodelsol@turodelsol.com', 'name': 'Turó del Sol', 'opening_hours': 'Tu-Sa 11:00-18:00', 'outdoor_seating': 'yes', 'phone': '+34 937 91 12 74', 'smoking': 'outside', 'website': 'https://www.turodelsol.com', 'wheelchair': 'limited'}"
