"# Generated by write_osm_objects_report from LangToolsOSM 0.1 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(102269);map_to_area->.divisio; nwr(area.divisio)[wikidata][name][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	360000694	"ДСК «Мичуринец»"			""	"DSK Mitxurinets"	""	"posyolok"	"Q4153447"	""	"{'addr:region': 'Москва', 'name': 'ДСК «Мичуринец»', 'place': 'village', 'population': '798', 'wikidata': 'Q4153447', 'wikipedia': 'ru:ДСК «Мичуринец»'}"
"node"	4992252490	"Переделкино"			""	"Peredelkino"	""	"human settlement"	"Q593888"	""	"{'addr:city': 'ДСК «Мичуринец»', 'name': 'Переделкино', 'official_status': 'ru:посёлок', 'place': 'quarter', 'wikidata': 'Q593888', 'wikipedia': 'ru:Переделкино'}"
"node"	4924256642	"Узкое"			""	"Uzkoye"	""	"protected area of Russia"	"Q2635840"	""	"{'name': 'Узкое', 'place': 'neighbourhood', 'wikidata': 'Q2635840', 'wikipedia': 'ru:Узкое'}"
"node"	4869863521	"Штаб Космических войск Воздушно-космических сил РФ"			""	"Forces Aeroespacials Russes"	""	"space force"	"Q21042210"	"name:de=Hauptquartier der Luft- und Weltraumkräfte der Russischen Föderation, name:en=Headquarters of the Aerospace Forces of the Russian Federation"	"{'addr:housenumber': '84/32', 'addr:street': 'Профсоюзная улица', 'name': 'Штаб Космических войск Воздушно-космических сил РФ', 'name:de': 'Hauptquartier der Luft- und Weltraumkräfte der Russischen Föderation', 'name:en': 'Headquarters of the Aerospace Forces of the Russian Federation', 'office': 'government', 'phone': '+7 495 3309151', 'wikidata': 'Q21042210'}"
"node"	7791472085	"Посольство республики Руанда"			""	"Ambaixada de Ruanda a Moscou"	""	"embassy"	"Q104787086"	"name:en=Embassy of Rwanda, name:fr=Ambassade du Rwanda"	"{'addr:housenumber': '50/1', 'addr:street': 'Мосфильмовская улица', 'country': 'RW', 'diplomatic': 'embassy', 'embassy': 'yes', 'level': '1', 'name': 'Посольство республики Руанда', 'name:en': 'Embassy of Rwanda', 'name:fr': 'Ambassade du Rwanda', 'office': 'diplomatic', 'target': 'RU', 'wikidata': 'Q104787086'}"
"node"	4918948954	"Фили"			""	"Fili"	""	"estate"	"Q1002971"	""	"{'name': 'Фили', 'place': 'neighbourhood', 'wikidata': 'Q1002971', 'wikipedia': 'ru:Фили'}"
"node"	5647613843	"Институт системного анализа РАН"			""	"Institut d'Anàlisi de Sistemes"	""	"institute of the Russian Academy of Sciences"	"Q4201724"	""	"{'name': 'Институт системного анализа РАН', 'office': 'research', 'wikidata': 'Q4201724'}"
"node"	2330503343	"Хамовники"			"муниципальный округ Хамовники"	"Districte de Khamóvniki"	""	"district of Moscow"	"Q862100"	"name:en=Khamovniki, name:ru=Хамовники"	"{'addr:city': 'Москва', 'alt_name': 'муниципальный округ Хамовники', 'description': 'внутригородское муниципальное образование', 'name': 'Хамовники', 'name:en': 'Khamovniki', 'name:ru': 'Хамовники', 'place': 'suburb', 'wikidata': 'Q862100', 'wikipedia': 'ru:Хамовники (район Москвы)'}"
"node"	2639636398	"Хамовнический отдел ЗАГС"			""	"oficina de registre"	""	""	"Q745221"	"name:en=Civil Status Registration Office of Khamovniki District, official_name=Хамовнический отдел ЗАГС"	"{'government': 'register_office', 'name': 'Хамовнический отдел ЗАГС', 'name:en': 'Civil Status Registration Office of Khamovniki District', 'office': 'government', 'official_name': 'Хамовнический отдел ЗАГС', 'opening_hours': 'Tu-Sa 09:00-18:00', 'phone': '+7 499 2558805', 'source': 'zags.mos.ru', 'wheelchair': 'limited', 'wikidata': 'Q745221', 'wikipedia': 'ru:ЗАГС'}"
"node"	4107486766	"Бывшая могила Матроны Московской"			""	"Matrona de Moscou, Madrona de Moscou"	""	"human"	"Q443157"	""	"{'amenity': 'place_of_worship', 'building': 'chapel', 'cemetery': 'grave', 'denomination': 'orthodox', 'historic': 'tomb', 'name': 'Бывшая могила Матроны Московской', 'religion': 'christian', 'wikidata': 'Q443157', 'wikipedia': 'ru:Матрона Московская'}"
"node"	5523096737	"Посольство Черногории"			""	"ambaixada de Montenegro a Moscou"	""	"embassy"	"Q4374082"	"name:en=Embassy of Montenegro, name:fr=Ambassade du Monténégro"	"{'addr:housenumber': '3', 'addr:street': 'Мытная улица', 'country': 'ME', 'diplomatic': 'embassy', 'embassy': 'yes', 'name': 'Посольство Черногории', 'name:en': 'Embassy of Montenegro', 'name:fr': 'Ambassade du Monténégro', 'office': 'diplomatic', 'target': 'RU', 'wikidata': 'Q4374082'}"
"node"	3447562623	"Посольство Кении"			""	"Ambaixada de Kenya a Rússia"	""	"building"	"Q16687382"	"name:en=Embassy of Kenya, name:fr=Ambassade du Kenya"	"{'addr:housenumber': '5', 'addr:street': 'Лопухинский переулок', 'contact:phone': '+7 495 6372186', 'contact:website': 'http://www.kenemb.ru', 'country': 'KE', 'diplomatic': 'embassy', 'embassy': 'yes', 'name': 'Посольство Кении', 'name:en': 'Embassy of Kenya', 'name:fr': 'Ambassade du Kenya', 'office': 'diplomatic', 'phone': '+7 (495) 637 42 57', 'target': 'RU', 'website': 'https://kenemb.ru', 'wikidata': 'Q16687382', 'wikipedia': 'ru:Посольство Кении в России'}"
"node"	6402524948	"Посольство Республики Намибия"			""	"Ambaixada de Namíbia a Moscou"	""	"embassy"	"Q4374026"	"name:en=Embassy of Namibia, name:fr=Ambassade de Namibie"	"{'addr:housenumber': '7', 'addr:street': '2-й Казачий переулок', 'contact:phone': '+7 499 2303275', 'country': 'NA', 'diplomatic': 'embassy', 'embassy': 'yes', 'name': 'Посольство Республики Намибия', 'name:en': 'Embassy of Namibia', 'name:fr': 'Ambassade de Namibie', 'office': 'diplomatic', 'opening_hours': 'Mo-Fr 09:00-13:00, 14:00-16:30', 'phone': '+7 (499) 230 32 75', 'target': 'RU', 'website': 'http://namibian-embassy.ru', 'wikidata': 'Q4374026'}"
"node"	9351069491	"посольство Сенегала"			""	"Ambaixada del Senegal a Moscou"	""	"embassy"	"Q4374052"	"name:en=Embassy of Senegal, name:fr=Ambassade du Sénégal"	"{'addr:housenumber': '7/1', 'addr:street': 'улица Коровий Вал', 'country': 'SN', 'diplomatic': 'embassy', 'embassy': 'yes', 'level': '7', 'name': 'посольство Сенегала', 'name:en': 'Embassy of Senegal', 'name:fr': 'Ambassade du Sénégal', 'office': 'diplomatic', 'phone': '+7 499 2302102', 'target': 'RU', 'website': 'https://ambassenmos.ru/', 'wikidata': 'Q4374052', 'wikipedia': 'ru:Посольство Сенегала в России'}"
"node"	2639644164	"Замоскворецкий отдел ЗАГС"			""	"oficina de registre"	""	""	"Q745221"	"name:en=Civil Status Registration Office of Zamoskvorechye District, official_name=Замоскворецкий отдел ЗАГС"	"{'description': 'Производит только государственную регистрацию смерти', 'government': 'register_office', 'name': 'Замоскворецкий отдел ЗАГС', 'name:en': 'Civil Status Registration Office of Zamoskvorechye District', 'office': 'government', 'official_name': 'Замоскворецкий отдел ЗАГС', 'opening_hours': 'Tu-Sa 09:00-13:30,15:00-17:30', 'phone': '+7 495 9514143', 'source': 'zags.mos.ru', 'wikidata': 'Q745221', 'wikipedia': 'ru:ЗАГС'}"
"node"	4307207119	"В. И. Суриков"			""	"Vassili Súrikov, Vasili Súrikov"	"Vassili Súrikov"	"human"	"Q110228"	""	"{'description': 'Могила художника В. И.\xa0Сурикова', 'historic': 'memorial', 'name': 'В. И.\xa0Суриков', 'wikidata': 'Q110228', 'wikipedia': 'ru:Суриков, Василий Иванович'}"
"node"	4948144641	"Кудринская площадь"			""	"plaça Kúdrinskaia"	""	"square"	"Q4244539"	""	"{'name': 'Кудринская площадь', 'place': 'square', 'wikidata': 'Q4244539', 'wikipedia': 'ru:Кудринская площадь'}"
"node"	8811793572	"Кудринская площадь"			""	"plaça Kúdrinskaia"	""	"square"	"Q4244539"	""	"{'name': 'Кудринская площадь', 'place': 'square', 'wikidata': 'Q4244539', 'wikipedia': 'ru:Кудринская площадь'}"
"node"	6724056199	"Федеральная антимонопольная служба"			""	"Servei Federal Antimonopoli"	""	"Federal service (Russian Federation)"	"Q4481662"	""	"{'contact:phone': '+7 499 7552323', 'contact:website': 'https://fas.gov.ru', 'name': 'Федеральная антимонопольная служба', 'office': 'government', 'wikidata': 'Q4481662', 'wikipedia': 'ru:Федеральная антимонопольная служба'}"
"node"	4258170494	"Посольство ЮАР"			""	"Ambaixada de Sud-àfrica a Moscou"	""	"embassy"	"Q4374098"	"name:en=Embassy of South Africa, name:fr=Ambassade d'Afrique du Sud, name:ru=Посольство ЮАР"	"{'addr:housenumber': '1c9', 'addr:street': 'Гранатный переулок', 'country': 'ZA', 'diplomatic': 'embassy', 'embassy': 'yes', 'name': 'Посольство ЮАР', 'name:en': 'Embassy of South Africa', 'name:fr': \"Ambassade d'Afrique du Sud\", 'name:ru': 'Посольство ЮАР', 'office': 'diplomatic', 'phone': '+7 (495) 926 1177', 'target': 'RU', 'website': 'http://www.saembassy.ru/', 'wikidata': 'Q4374098', 'wikipedia': 'ru:Посольство ЮАР в России'}"
"node"	2356983194	"Федеральное агентство морского и речного транспорта"			""	"Agència Federal de Transport Marítim i Fluvial"	""	"Federal agency (Russian Federation)"	"Q4481711"	"name:de=Föderale Agentur für See- und Flusstransport, name:en=Federal Agency of Sea and River Transport, name:ru=Федеральное агентство морского и речного транспорта, short_name=Росморречфлот"	"{'addr:country': 'RU', 'addr:housenumber': '3 с1', 'addr:street': 'улица Петровка', 'contact:fax': '+7 495 6261562', 'contact:phone': '+7 495 6261100', 'contact:website': 'http://www.morflot.ru/', 'name': 'Федеральное агентство морского и речного транспорта', 'name:de': 'Föderale Agentur für See- und Flusstransport', 'name:en': 'Federal Agency of Sea and River Transport', 'name:ru': 'Федеральное агентство морского и речного транспорта', 'office': 'government', 'short_name': 'Росморречфлот', 'short_name:de': 'Rosmorretschflot', 'wikidata': 'Q4481711'}"
"node"	3127825732	"Высшее театральное училище (институт) имени М. С. Щепкина"			""	"Escola Superior de Teatre M.S. Sxepkin, Высшее театральное училище имени М.С. Щепкина"	""	"drama school"	"Q949477"	"short_name=ВТУ им. Щепкина"	"{'addr:housenumber': '6/2', 'addr:street': 'Неглинная улица', 'amenity': 'university', 'name': 'Высшее театральное училище (институт) имени М. С. Щепкина', 'short_name': 'ВТУ им. Щепкина', 'wikidata': 'Q949477', 'wikipedia': 'ru:Высшее театральное училище имени М. С. Щепкина'}"
"node"	5671111817	"1С"			""	"1C Company, 1C"	"1C Company"	"video game developer"	"Q77202"	""	"{'name': '1С', 'office': 'company', 'wikidata': 'Q77202'}"
"node"	9077896522	"Посольство Замбии"			""	"Ambaixada de Zàmbia a Moscou"	""	"embassy"	"Q4472701"	"name:en=Embassy of Zambia, name:fr=Ambassade de Zambie"	"{'addr:housenumber': '52А', 'addr:street': 'проспект Мира', 'contact:phone': '+7 495 6815092', 'country': 'ZM', 'diplomatic': 'embassy', 'embassy': 'yes', 'name': 'Посольство Замбии', 'name:en': 'Embassy of Zambia', 'name:fr': 'Ambassade de Zambie', 'office': 'diplomatic', 'phone': '+7 495 688-50-01', 'target': 'RU', 'wikidata': 'Q4472701', 'wikipedia': 'en:Embassy of Zambia, Moscow'}"
"node"	3476977394	"Московский государственный гуманитарный университет им. М. А. Шолохова"			""	"Universitat Estatal Xólokhov d'Humanitats de Moscou"	""	"university"	"Q4304073"	"official_name=Московский государственный гуманитарный университет им. М. А. Шолохова, short_name=МГГУ им. М.А.Шолохова"	"{'amenity': 'university', 'contact:email': 'mggu@mggu-sh.ru', 'contact:phone': '+7 495 6474477', 'contact:website': 'http://mggu-sh.ru/', 'name': 'Московский государственный гуманитарный университет им. М. А. Шолохова', 'official_name': 'Московский государственный гуманитарный университет им. М. А. Шолохова', 'short_name': 'МГГУ им. М.А.Шолохова', 'wikidata': 'Q4304073', 'wikipedia': 'ru:Московский государственный гуманитарный университет имени М. А. Шолохова'}"
