"# Generated by write_osm_objects_report from LangToolsOSM 0.1 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(151234);map_to_area->.divisio; nwr(area.divisio)[wikidata][name][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	3117975833	"Нижний Бестях"			""	"estació de Nijni Bestiakh"	""	"railway station"	"Q15926872"	""	"{'name': 'Нижний Бестях', 'public_transport': 'station', 'railway': 'station', 'wikidata': 'Q15926872', 'wikipedia': 'ru:Нижний Бестях (станция)'}"
"node"	1028724296	"Ытык-Кюёль"			""	"Ytyk-Kjuël'"	""	"subdivisions of Russia"	"Q1765402"	"name:de=Ytyk-Kjujol, name:en=Ytyk-Kyuyol, name:ja=ウイトゥイク=キュエリ, name:ru=Ытык-Кюёль, name:sah=Ытык-Күөл"	"{'addr:country': 'RU', 'addr:district': 'Таттинский улус', 'addr:region': 'Республика Саха (Якутия)', 'name': 'Ытык-Кюёль', 'name:de': 'Ytyk-Kjujol', 'name:en': 'Ytyk-Kyuyol', 'name:ja': 'ウイトゥイク=キュエリ', 'name:ru': 'Ытык-Кюёль', 'name:sah': 'Ытык-Күөл', 'official_status': 'ru:село', 'place': 'town', 'population': '6796', 'population:date': '2018-01-01', 'source': 'vmap0', 'wikidata': 'Q1765402', 'wikipedia': 'ru:Ытык-Кюёль'}"
"node"	895544518	"Кескил"			""	"Khàndiga"	""	"urban-type settlement in Russia"	"Q2619416"	"name:pl=Chandyga"	"{'name': 'Кескил', 'name:pl': 'Chandyga', 'place': 'village', 'population': '567', 'population:date': '2018-01-01', 'wikidata': 'Q2619416', 'wikipedia': 'ru:Хандыга (посёлок)'}"
"node"	436918452	"Хандыга"			""	"Khàndiga"	""	"urban-type settlement in Russia"	"Q2619416"	"int_name=Khandyga, name:de=Chandyga, name:en=Khandyga, name:ja=ハンドゥイガ, name:pl=Chandyga, name:ru=Хандыга"	"{'addr:country': 'RU', 'addr:district': 'Томпонский улус', 'addr:region': 'Республика Саха (Якутия)', 'int_name': 'Khandyga', 'name': 'Хандыга', 'name:de': 'Chandyga', 'name:en': 'Khandyga', 'name:ja': 'ハンドゥイガ', 'name:pl': 'Chandyga', 'name:ru': 'Хандыга', 'official_status': 'ru:посёлок городского типа', 'place': 'town', 'population': '6095', 'population:date': '2018-01-01', 'wikidata': 'Q2619416', 'wikipedia': 'ru:Хандыга (посёлок)'}"
"way"	306787570	"Нижний Бестях"			""	"estació de Nijni Bestiakh"	""	"railway station"	"Q15926872"	""	"{'addr:city': 'Нижний Бестях', 'addr:housenumber': '11', 'addr:street': 'Майинская трасса', 'building': 'train_station', 'building:levels': '2', 'name': 'Нижний Бестях', 'wikidata': 'Q15926872', 'wikipedia': 'ru:Нижний Бестях (станция)'}"
"way"	161468026	"Кескил"			""	"Khàndiga"	""	"urban-type settlement in Russia"	"Q2619416"	"name:pl=Chandyga"	"{'name': 'Кескил', 'name:pl': 'Chandyga', 'place': 'village', 'population': '567', 'population:date': '2018-01-01', 'wikidata': 'Q2619416', 'wikipedia': 'ru:Хандыга (посёлок)'}"
"way"	566935958	"Национальный природный парк « Момский»"			""	"parc natural Momski"	""	"protected area of Russia"	"Q47312771"	""	"{'boundary': 'protected_area', 'leisure': 'nature_reserve', 'name': 'Национальный природный парк « Момский»', 'wikidata': 'Q47312771', 'wikipedia': 'ru:Момский природный парк'}"
"relation"	5126103	"Эгинский наслег"			""	"Eginsky Rural Okrug"	""	"rural settlement of Russia"	"Q20628072"	""	"{'admin_level': '8', 'boundary': 'administrative', 'name': 'Эгинский наслег', 'note': 'Граница нарисована из общей схемы улуса. Требует уточнения из Генплана поселения.', 'official_status': 'ru:сельское поселение', 'type': 'boundary', 'wikidata': 'Q20628072', 'wikipedia': 'ru:Эгинский наслег'}"
"relation"	3579676	"городское поселение Алдан"			""	"Aldan"	"Aldan"	"city/town"	"Q103273"	"official_name=городское поселение Город Алдан"	"{'admin_level': '8', 'boundary': 'administrative', 'name': 'городское поселение Алдан', 'official_name': 'городское поселение Город Алдан', 'official_status': 'ru:городское поселение', 'type': 'boundary', 'wikidata': 'Q103273', 'wikipedia': 'ru:Алдан (город)'}"
"relation"	3864582	"Ленские столбы - Маршрут № 1"			""	"Pilars del Lena"	"Pilars del Lena"	"protected area of Russia"	"Q277683"	""	"{'name': 'Ленские столбы - Маршрут № 1', 'network': 'lwn', 'route': 'hiking', 'type': 'route', 'wikidata': 'Q277683', 'wikipedia': 'ru:Ленские столбы'}"
