"# Generated by write_osm_objects_report from LangToolsOSM 0.0.15 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(85606);map_to_area->.divisio; nwr(area.divisio)[wikidata][name][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	848846688	"Южный"			""	"Iujni"	""	"Q4534076"	"name:de=Juschny, name:en=Yuzhny, name:ru=Южный"	"{'addr:country': 'RU', 'addr:district': 'Азовский район', 'addr:region': 'Ростовская область', 'name': 'Южный', 'name:de': 'Juschny', 'name:en': 'Yuzhny', 'name:ru': 'Южный', 'official_status': 'ru:посёлок', 'okato:user': '60201820002', 'old_name': 'Ольгенфельд', 'old_name:de': 'Olgenfeld', 'place': 'village', 'source': 'GNS', 'source:id': '-4266431', 'wikidata': 'Q4534076', 'wikipedia': 'ru:Южный (Азовский район)'}"
"node"	1007910787	"Ленина"			""	"Lénina (Rostov)"	"Lénina (Rostov)"	"Q4258056"	""	"{'addr:country': 'RU', 'addr:district': 'Аксайский район', 'addr:region': 'Ростовская область', 'name': 'Ленина', 'place': 'village', 'wikidata': 'Q4258056', 'wikipedia': 'ru:Ленина (Аксайский район)'}"
"node"	3508718315	"Камень в память о Новочеркасской трагедии"			""	"Massacre de Novotxerkassk"	"Massacre de Novotxerkassk"	"Q571354"	""	"{'historic': 'memorial', 'name': 'Камень в память о Новочеркасской трагедии', 'wikidata': 'Q571354', 'wikipedia': 'ru:Новочеркасский расстрел'}"
"node"	3508718316	"Памятная доска о Новочеркасской трагедии"			""	"Massacre de Novotxerkassk"	"Massacre de Novotxerkassk"	"Q571354"	""	"{'historic': 'memorial', 'name': 'Памятная доска о Новочеркасской трагедии', 'wikidata': 'Q571354', 'wikipedia': 'ru:Новочеркасский расстрел'}"
"node"	2685428534	"Кручёная"			""	"Krutxónaia"	"Krutxónaia"	"Q4242595"	""	"{'addr:district': 'Сальский район', 'addr:postcode': '347618', 'addr:region': 'Ростовская область', 'name': 'Кручёная', 'official_status': 'ru:станция', 'place': 'hamlet', 'wikidata': 'Q4242595', 'wikipedia': 'ru:Кручёная (станция)'}"
"node"	1350457323	"Широкие Нивы"			""	"Xirókie Nivi"	"Xirókie Nivi"	"Q4524349"	""	"{'addr:country': 'RU', 'addr:district': 'Сальский район', 'addr:region': 'Ростовская область', 'name': 'Широкие Нивы', 'official_status': 'ru:посёлок', 'place': 'hamlet', 'source': 'gns', 'wikidata': 'Q4524349', 'wikipedia': 'ru:Широкие Нивы'}"
"node"	1350457322	"Ясенево"			""	"Iàssenevo"	"Iàssenevo"	"Q4539167"	""	"{'addr:country': 'RU', 'addr:district': 'Сальский район', 'addr:region': 'Ростовская область', 'name': 'Ясенево', 'official_status': 'ru:посёлок', 'place': 'hamlet', 'source': 'gns', 'wikidata': 'Q4539167', 'wikipedia': 'ru:Ясенево (Ростовская область)'}"
"node"	1350457290	"Хлебный"			""	"Khlebni (Rostov), Khlebni"	"Khlebni (Rostov)"	"Q4498075"	""	"{'addr:country': 'RU', 'addr:district': 'Сальский район', 'addr:region': 'Ростовская область', 'name': 'Хлебный', 'official_status': 'ru:посёлок', 'place': 'hamlet', 'source': 'gns', 'wikidata': 'Q4498075', 'wikipedia': 'ru:Хлебный (Ростовская область)'}"
"node"	2576067276	"Березовка"			""	"Berezovka (Rostov)"	"Berezovka (Rostov)"	"Q4084609"	""	"{'addr:district': 'Сальский район', 'addr:postcode': '347614', 'addr:region': 'Ростовская область', 'name': 'Березовка', 'place': 'village', 'population': '1200', 'website': 'https://www.gosspravka.ru/61/035/000003.html', 'wikidata': 'Q4084609', 'wikipedia': 'ru:Березовка (Ростовская область)'}"
"node"	2685428543	"Рыбасово"			""	"Ribàssovo"	"Ribàssovo"	"Q4401471"	""	"{'addr:district': 'Сальский район', 'addr:postcode': '347620', 'addr:region': 'Ростовская область', 'name': 'Рыбасово', 'official_status': 'ru:посёлок', 'place': 'village', 'wikidata': 'Q4401471', 'wikipedia': 'ru:Рыбасово (Ростовская область)'}"
"node"	1350457302	"Прогресс"			""	"Progress (Rostov)"	"Progress (Rostov)"	"Q4379805"	""	"{'addr:country': 'RU', 'addr:district': 'Сальский район', 'addr:region': 'Ростовская область', 'name': 'Прогресс', 'official_status': 'ru:посёлок', 'place': 'hamlet', 'source': 'gns', 'wikidata': 'Q4379805', 'wikipedia': 'ru:Прогресс (Сальский район)'}"
"node"	3425420514	"Романовка"			""	"Romànovka (Rostov)"	"Romànovka (Rostov)"	"Q4397306"	""	"{'addr:country': 'RU', 'addr:district': 'Сальский район', 'addr:region': 'Ростовская область', 'name': 'Романовка', 'place': 'village', 'population': '1039', 'wikidata': 'Q4397306', 'wikipedia': 'ru:Романовка (Ростовская область)'}"
"node"	2681527078	"Киевка"			""	"Kíevka (Rostov)"	"Kíevka (Rostov)"	"Q4220123"	""	"{'addr:district': 'Ремонтненский район', 'addr:postcode': '347492', 'addr:region': 'Ростовская область', 'name': 'Киевка', 'official_status': 'ru:село', 'place': 'village', 'wikidata': 'Q4220123', 'wikipedia': 'ru:Киевка (Ростовская область)'}"
"node"	2681527083	"Садовое"			""	"Sadóvoie (Rostov)"	"Sadóvoie (Rostov)"	"Q4404750"	""	"{'addr:district': 'Ремонтненский район', 'addr:postcode': '347484', 'addr:region': 'Ростовская область', 'name': 'Садовое', 'official_status': 'ru:село', 'place': 'hamlet', 'wikidata': 'Q4404750', 'wikipedia': 'ru:Садовое (Ростовская область)'}"
"node"	3980446464	"Богородское"			""	"Bogoródskoie"	"Bogoródskoie"	"Q4089738"	""	"{'addr:district': 'Ремонтненский район', 'addr:region': 'Ростовская область', 'name': 'Богородское', 'place': 'village', 'wikidata': 'Q4089738', 'wikipedia': 'ru:Богородское (Ростовская область)'}"
"node"	3980446465	"Большое Ремонтное"			""	"Bolxoie Remóntnoie"	"Bolxoie Remóntnoie"	"Q4092429"	""	"{'addr:district': 'Ремонтненский район', 'addr:region': 'Ростовская область', 'name': 'Большое Ремонтное', 'place': 'village', 'wikidata': 'Q4092429', 'wikipedia': 'ru:Большое Ремонтное'}"
"node"	1350457311	"Роща"			""	"Rosxa"	"Rosxa"	"Q4398815"	""	"{'addr:country': 'RU', 'addr:district': 'Сальский район', 'addr:region': 'Ростовская область', 'name': 'Роща', 'official_status': 'ru:посёлок', 'place': 'hamlet', 'source': 'gns', 'wikidata': 'Q4398815', 'wikipedia': 'ru:Роща (Ростовская область)'}"
"node"	1350457316	"Кермек"			""	"Kermek"	"Kermek"	"Q4219640"	""	"{'addr:country': 'RU', 'addr:district': 'Сальский район', 'addr:region': 'Ростовская область', 'name': 'Кермек', 'official_status': 'ru:посёлок', 'place': 'hamlet', 'source': 'gns', 'wikidata': 'Q4219640', 'wikipedia': 'ru:Кермек (посёлок)'}"
"node"	1350457317	"Юловский"			""	"Iúlovski"	"Iúlovski"	"Q4534388"	""	"{'addr:country': 'RU', 'addr:district': 'Сальский район', 'addr:region': 'Ростовская область', 'name': 'Юловский', 'official_status': 'ru:посёлок', 'place': 'village', 'source': 'gns', 'wikidata': 'Q4534388', 'wikipedia': 'ru:Юловский (Сальский район)'}"
"node"	1350457315	"Тальники"			""	"Talniki"	"Talniki"	"Q4450705"	""	"{'addr:country': 'RU', 'addr:district': 'Сальский район', 'addr:region': 'Ростовская область', 'name': 'Тальники', 'official_status': 'ru:посёлок', 'place': 'hamlet', 'source': 'gns', 'wikidata': 'Q4450705', 'wikipedia': 'ru:Тальники (Ростовская область)'}"
"node"	3980446466	"Новопривольный"			""	"Novoprivolni"	"Novoprivolni"	"Q4325061"	""	"{'addr:district': 'Ремонтненский район', 'addr:region': 'Ростовская область', 'name': 'Новопривольный', 'place': 'village', 'wikidata': 'Q4325061', 'wikipedia': 'ru:Новопривольный (Ростовская область)'}"
"node"	3964941504	"Холостонур"			""	"Kholostonur"	"Kholostonur"	"Q4499453"	""	"{'addr:district': 'Дубовский район', 'addr:region': 'Ростовская область', 'name': 'Холостонур', 'place': 'village', 'wikidata': 'Q4499453', 'wikipedia': 'ru:Холостонур'}"
"way"	296667291	"Южный"			""	"Iujni"	""	"Q4534076"	"name:de=Juschny, name:en=Yuzhny, name:ru=Южный"	"{'addr:country': 'RU', 'addr:district': 'Азовский район', 'addr:region': 'Ростовская область', 'name': 'Южный', 'name:de': 'Juschny', 'name:en': 'Yuzhny', 'name:ru': 'Южный', 'official_status': 'ru:посёлок', 'okato:user': '60201820002', 'old_name': 'Ольгенфельд', 'old_name:de': 'Olgenfeld', 'place': 'village', 'source': 'GNS', 'source:id': '-4266431', 'wikidata': 'Q4534076', 'wikipedia': 'ru:Южный (Азовский район)'}"
