"# Generated by write_osm_objects_report from LangToolsOSM 0.0.15 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(337422);map_to_area->.divisio; nwr(area.divisio)[wikidata][name][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	596163169	"Стрельна"			""	"Strelna"	""	"Q258138"	"name:de=Strelna, name:en=Strelna, name:et=Strelna, name:lt=Strelna, name:ru=Стрельна, name:zh=斯特列利纳"	"{'addr:country': 'RU', 'addr:region': 'Санкт-Петербург', 'name': 'Стрельна', 'name:de': 'Strelna', 'name:en': 'Strelna', 'name:et': 'Strelna', 'name:lt': 'Strelna', 'name:ru': 'Стрельна', 'name:zh': '斯特列利纳', 'official_status': 'ru:город', 'okato:user': '40290555000', 'place': 'town', 'population': '14696', 'population:date': '2021', 'wikidata': 'Q258138', 'wikipedia': 'ru:Стрельна'}"
"node"	4282868665	"Большая Звезда"			""	"Parc Pàvlovsk"	"Parc Pàvlovsk"	"Q2506336"	"int_name=La grande étoile, name:en=The Great Star, name:fr=La grande étoile, name:zh=大明星"	"{'description': 'Район Павловского парка', 'int_name': 'La grande étoile', 'name': 'Большая Звезда', 'name:en': 'The Great Star', 'name:fr': 'La grande étoile', 'name:zh': '大明星', 'old_name': 'Новый сад', 'place': 'quarter', 'ref': 'III', 'source:name': 'http://en.pavlovskmuseum.ru/about/park/plan/', 'wikidata': 'Q2506336', 'wikipedia': 'ru:Павловский парк#Большая Звезда'}"
"node"	8490940507	"Придворцовый район"			"Центральный район"	"Parc Pàvlovsk"	"Parc Pàvlovsk"	"Q2506336"	"name:fr=Secteur central"	"{'alt_name': 'Центральный район', 'description': 'Район исторического Павловского парка', 'name': 'Придворцовый район', 'name:fr': 'Secteur central', 'place': 'quarter', 'ref': 'III', 'website': 'http://pavlovskmuseum.ru/about/park/layout/36/', 'wikidata': 'Q2506336', 'wikipedia': 'ru:Павловский парк#Центральный (Придворцовый) район'}"
"node"	4282868669	"Долина реки Славянки"			""	"Parc Pàvlovsk"	"Parc Pàvlovsk"	"Q2506336"	"int_name=La vallée de la rivière Slavianka, name:en=Valley of the Slavyanka river, name:fr=La vallée de la rivière Slavianka, name:zh=谷斯拉维亚卡河"	"{'description': 'Район Павловского парка', 'int_name': 'La vallée de la rivière Slavianka', 'name': 'Долина реки Славянки', 'name:en': 'Valley of the Slavyanka river', 'name:fr': 'La vallée de la rivière Slavianka', 'name:zh': '谷斯拉维亚卡河', 'place': 'quarter', 'ref': 'II', 'website': 'http://pavlovskmuseum.ru/about/park/layout/39/', 'wikidata': 'Q2506336', 'wikipedia': 'ru:Павловский парк#Долина реки Славянки'}"
"node"	4282868673	"Старая Сильвия"			""	"Parc Pàvlovsk"	"Parc Pàvlovsk"	"Q2506336"	"int_name=La vieux sylvie, name:en=The Old Sylvia, name:fr=La vieux sylvie, name:zh=老西尔维娅"	"{'description': 'Район Павловского парка', 'int_name': 'La vieux sylvie', 'name': 'Старая Сильвия', 'name:en': 'The Old Sylvia', 'name:fr': 'La vieux sylvie', 'name:zh': '老西尔维娅', 'place': 'quarter', 'ref': 'IV', 'website': 'http://pavlovskmuseum.ru/about/park/layout/43/', 'wikidata': 'Q2506336', 'wikipedia': 'ru:Павловский парк#Старая Сильвия'}"
"node"	4282868668	"Долина прудов"			""	"Parc Pàvlovsk"	"Parc Pàvlovsk"	"Q2506336"	"int_name=Vallée des Étangs, name:fr=Vallée des Étangs"	"{'description': 'Район Павловского парка', 'int_name': 'Vallée des Étangs', 'name': 'Долина прудов', 'name:fr': 'Vallée des Étangs', 'place': 'quarter', 'ref': 'Iа', 'wikidata': 'Q2506336', 'wikipedia': 'ru:Павловский парк#Долина прудов'}"
"node"	4282868672	"Парадное поле"			""	"Parc Pàvlovsk"	"Parc Pàvlovsk"	"Q2506336"	"int_name=Le champ des défilés, name:en=Field of Parade, name:fr=Le champ des défilés"	"{'alt_name:fr': 'Champ de Parade', 'int_name': 'Le champ des défilés', 'name': 'Парадное поле', 'name:en': 'Field of Parade', 'name:fr': 'Le champ des défilés', 'place': 'quarter', 'ref': 'VII', 'website': 'http://pavlovskmuseum.ru/about/park/layout/46/', 'wikidata': 'Q2506336', 'wikipedia': 'ru:Павловский парк#Парадное поле'}"
"node"	4282868671	"Новая Сильвия"			""	"Parc Pàvlovsk"	"Parc Pàvlovsk"	"Q2506336"	"int_name=La nouveau sylvie, name:fr=La nouveau sylvie"	"{'description': 'Район Павловского парка', 'heritage:website': 'https://kgiop.gov.spb.ru/deyatelnost/uchet/list_objects/6425/', 'historic': 'yes', 'int_name': 'La nouveau sylvie', 'name': 'Новая Сильвия', 'name:fr': 'La nouveau sylvie', 'place': 'quarter', 'ref': 'V', 'ref:okn': '781520399040076', 'start_date': '1800', 'website': 'http://pavlovskmuseum.ru/about/park/layout/44/', 'wikidata': 'Q2506336', 'wikipedia': 'ru:Павловский парк#Новая Сильвия'}"
"node"	4282868670	"Красная Долина"			""	"Parc Pàvlovsk"	"Parc Pàvlovsk"	"Q2506336"	"int_name=La belle vallée, name:fr=La belle vallée"	"{'alt_name:fr': 'Vallée Rouge', 'description': 'Район Павловского парка', 'int_name': 'La belle vallée', 'name': 'Красная Долина', 'name:fr': 'La belle vallée', 'place': 'quarter', 'ref': 'IIа', 'start_date': '1803', 'wikidata': 'Q2506336', 'wikipedia': 'ru:Павловский парк#Красная долина'}"
