"# Generated by write_osm_objects_report from LangToolsOSM 0.1 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(81997);map_to_area->.divisio; nwr(area.divisio)[wikidata][name][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	875657049	"Холмечь"			""	"Hòlmec"	""	"human settlement"	"Q4499172"	"name:ru=Холмечь"	"{'addr:country': 'RU', 'addr:district': 'Брасовский район', 'addr:postcode': '242314', 'addr:region': 'Брянская область', 'name': 'Холмечь', 'name:ru': 'Холмечь', 'official_status': 'ru:деревня', 'place': 'hamlet', 'population': '36', 'wikidata': 'Q4499172', 'wikipedia': 'ru:Холмечь'}"
"way"	64972730	"Ипуть"			""	"Iput'"	""	"river"	"Q1813407"	"int_name=Ipuć, name:be=Іпуць, name:lt=Iputė, name:pl=Ipuć, name:ru=Ипуть, name:uk=Іпуть"	"{'int_name': 'Ipuć', 'name': 'Ипуть', 'name:be': 'Іпуць', 'name:lt': 'Iputė', 'name:pl': 'Ipuć', 'name:ru': 'Ипуть', 'name:uk': 'Іпуть', 'waterway': 'river', 'wikidata': 'Q1813407', 'wikipedia': 'ru:Ипуть'}"
"way"	889513156	"Ипуть"			""	"Iput'"	""	"river"	"Q1813407"	"int_name=Ipuć, name:be=Іпуць, name:lt=Iputė, name:pl=Ipuć, name:ru=Ипуть, name:uk=Іпуть"	"{'int_name': 'Ipuć', 'name': 'Ипуть', 'name:be': 'Іпуць', 'name:lt': 'Iputė', 'name:pl': 'Ipuć', 'name:ru': 'Ипуть', 'name:uk': 'Іпуть', 'waterway': 'river', 'wikidata': 'Q1813407', 'wikipedia': 'be:Іпуць'}"
"way"	83244698	"Ипуть"			""	"Iput'"	""	"river"	"Q1813407"	"int_name=Ipuć, name:be=Іпуць, name:lt=Iputė, name:pl=Ipuć, name:ru=Ипуть, name:uk=Іпуть"	"{'int_name': 'Ipuć', 'name': 'Ипуть', 'name:be': 'Іпуць', 'name:lt': 'Iputė', 'name:pl': 'Ipuć', 'name:ru': 'Ипуть', 'name:uk': 'Іпуть', 'source': 'kosmosnimki.ru', 'waterway': 'river', 'wikidata': 'Q1813407', 'wikipedia': 'ru:Ипуть'}"
"way"	164081631	"Ипуть"			""	"Iput'"	""	"river"	"Q1813407"	"int_name=Ipuć, name:be=Іпуць, name:lt=Iputė, name:pl=Ipuć, name:ru=Ипуть, name:uk=Іпуть"	"{'int_name': 'Ipuć', 'name': 'Ипуть', 'name:be': 'Іпуць', 'name:lt': 'Iputė', 'name:pl': 'Ipuć', 'name:ru': 'Ипуть', 'name:uk': 'Іпуть', 'source': 'kosmosnimki.ru', 'waterway': 'river', 'wikidata': 'Q1813407', 'wikipedia': 'ru:Ипуть'}"
"way"	83244699	"Ипуть"			""	"Iput'"	""	"river"	"Q1813407"	"int_name=Ipuć, name:be=Іпуць, name:lt=Iputė, name:pl=Ipuć, name:ru=Ипуть, name:uk=Іпуть"	"{'int_name': 'Ipuć', 'name': 'Ипуть', 'name:be': 'Іпуць', 'name:lt': 'Iputė', 'name:pl': 'Ipuć', 'name:ru': 'Ипуть', 'name:uk': 'Іпуть', 'source': 'kosmosnimki.ru', 'waterway': 'river', 'wikidata': 'Q1813407', 'wikipedia': 'ru:Ипуть'}"
"way"	164081633	"Ипуть"			""	"Iput'"	""	"river"	"Q1813407"	"int_name=Ipuć, name:be=Іпуць, name:lt=Iputė, name:pl=Ipuć, name:ru=Ипуть, name:uk=Іпуть"	"{'int_name': 'Ipuć', 'name': 'Ипуть', 'name:be': 'Іпуць', 'name:lt': 'Iputė', 'name:pl': 'Ipuć', 'name:ru': 'Ипуть', 'name:uk': 'Іпуть', 'source': 'kosmosnimki.ru', 'waterway': 'river', 'wikidata': 'Q1813407', 'wikipedia': 'ru:Ипуть'}"
"way"	548224272	"Ипуть"			""	"Iput'"	""	"river"	"Q1813407"	"int_name=Ipuć, name:be=Іпуць, name:lt=Iputė, name:pl=Ipuć, name:ru=Ипуть"	"{'boat': 'no', 'int_name': 'Ipuć', 'name': 'Ипуть', 'name:be': 'Іпуць', 'name:lt': 'Iputė', 'name:pl': 'Ipuć', 'name:ru': 'Ипуть', 'source': 'kosmosnimki.ru', 'waterway': 'river', 'wikidata': 'Q1813407', 'wikipedia': 'ru:Ипуть'}"
"way"	83244713	"Ипуть"			""	"Iput'"	""	"river"	"Q1813407"	"int_name=Ipuć, name:be=Іпуць, name:lt=Iputė, name:pl=Ipuć, name:ru=Ипуть, name:uk=Іпуть"	"{'int_name': 'Ipuć', 'name': 'Ипуть', 'name:be': 'Іпуць', 'name:lt': 'Iputė', 'name:pl': 'Ipuć', 'name:ru': 'Ипуть', 'name:uk': 'Іпуть', 'source': 'kosmosnimki.ru', 'waterway': 'river', 'wikidata': 'Q1813407', 'wikipedia': 'ru:Ипуть'}"
"way"	548026854	"Ипуть"			""	"Iput'"	""	"river"	"Q1813407"	"int_name=Ipuć, name:be=Іпуць, name:lt=Iputė, name:pl=Ipuć, name:ru=Ипуть, name:uk=Іпуть"	"{'int_name': 'Ipuć', 'name': 'Ипуть', 'name:be': 'Іпуць', 'name:lt': 'Iputė', 'name:pl': 'Ipuć', 'name:ru': 'Ипуть', 'name:uk': 'Іпуть', 'source': 'kosmosnimki.ru', 'waterway': 'river', 'wikidata': 'Q1813407', 'wikipedia': 'ru:Ипуть'}"
"way"	83244712	"Ипуть"			""	"Iput'"	""	"river"	"Q1813407"	"int_name=Ipuć, name:be=Іпуць, name:lt=Iputė, name:pl=Ipuć, name:ru=Ипуть, name:uk=Іпуть"	"{'int_name': 'Ipuć', 'name': 'Ипуть', 'name:be': 'Іпуць', 'name:lt': 'Iputė', 'name:pl': 'Ipuć', 'name:ru': 'Ипуть', 'name:uk': 'Іпуть', 'source': 'kosmosnimki.ru', 'waterway': 'river', 'wikidata': 'Q1813407', 'wikipedia': 'ru:Ипуть'}"
