"# Generated by write_osm_objects_report from LangToolsOSM 0.1 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(115135);map_to_area->.divisio; nwr(area.divisio)[wikidata][name][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	666026941	"ЗАГС"			""	"oficina de registre"	""	""	"Q745221"	"official_name=Отдел ЗАГС Чайковского муниципального района"	"{'contact:phone': '+7 34241 33324', 'government': 'register_office', 'name': 'ЗАГС', 'office': 'government', 'official_name': 'Отдел ЗАГС Чайковского муниципального района', 'wikidata': 'Q745221', 'wikipedia': 'ru:ЗАГС'}"
"node"	1134685102	"Волегово"			"п Волегово"	"Volégovo"	"Volégovo"	"razyezd"	"Q19614286"	"official_name=разъезд поселок Волегово"	"{'addr:country': 'RU', 'addr:district': 'Верещагинский городской округ', 'addr:postcode': '617126', 'addr:region': 'Пермский край', 'alt_name': 'п Волегово', 'name': 'Волегово', 'official_name': 'разъезд поселок Волегово', 'official_status': 'ru:разъезд', 'okato:user': '57212802007', 'oktmo:user': '57612425126', 'place': 'hamlet', 'population': '11', 'population:date': '2010', 'wikidata': 'Q19614286', 'wikipedia': 'ru:Волегово'}"
"node"	4691765892	"ЗАГС"			""	"oficina de registre"	""	""	"Q745221"	"name:ru=ЗАГС"	"{'addr:housenumber': '8', 'addr:postcode': '617080', 'addr:street': 'Школьная улица', 'government': 'register_office', 'name': 'ЗАГС', 'name:ru': 'ЗАГС', 'office': 'government', 'opening_hours': 'Mo-Fr 09:00-18:00', 'wikidata': 'Q745221', 'wikipedia': 'ru:ЗАГС'}"
"node"	2903665689	"МиГ на взлёте"			""	"Mikoian-Gurèvitx MiG-31, MiG-31, Mikoyan MiG-31"	""	"aircraft family"	"Q150050"	""	"{'historic': 'aircraft', 'name': 'МиГ на взлёте', 'start_date': '2014-06-06', 'wikidata': 'Q150050'}"
"node"	2834987414	"Инспекция ФНС России по Свердловскому Району г. Перми"			""	"Servei Tributari Federal de Rússia"	""	"Federal service (Russian Federation)"	"Q4481672"	""	"{'addr:city': 'Пермь', 'addr:housenumber': '21', 'addr:postcode': '614007', 'addr:street': '1-я Красноармейская улица', 'name': 'Инспекция ФНС России по Свердловскому Району г. Перми', 'office': 'government', 'phone': '+7 342 2508500', 'website': 'https://www.nalog.ru/', 'wheelchair': 'yes', 'wikidata': 'Q4481672', 'wikipedia': 'ru:Федеральная налоговая служба'}"
"way"	43444656	"Пермский государственный национальный исследовательский университет"			""	"Universitat Estatal de Perm"	""	"open-access publisher"	"Q2031051"	"official_name=Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Пермский государственный национальный исследовательский университет», short_name=ПГНИУ"	"{'addr:city': 'Пермь', 'addr:country': 'RU', 'amenity': 'university', 'email': 'info@psu.ru', 'name': 'Пермский государственный национальный исследовательский университет', 'official_name': 'Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Пермский государственный национальный исследовательский университет»', 'old_name': 'ПГУ', 'phone': '+7 342 2396435', 'short_name': 'ПГНИУ', 'website': 'http://www.psu.ru', 'wikidata': 'Q2031051', 'wikipedia': 'ru:Пермский государственный университет'}"
"way"	26235773	"Пермский театр оперы и балета имени П. И. Чайковского"			""	"Perm Opera i Ballet"	""	"opera house"	"Q115035"	"name:de=Permer Akademisches Opern- und Ballett-Theater P. I. Tschaikowski, name:en=Perm Tchaikovsky Opera and Ballet Theatre, name:ru=Пермский театр оперы и балета имени П. И. Чайковского"	"{'addr:housenumber': '25А', 'addr:street': 'Петропавловская улица', 'amenity': 'theatre', 'building': 'yes', 'building:colour': 'silver', 'building:levels': '4', 'email': 'office@permopera.ru', 'name': 'Пермский театр оперы и балета имени П. И. Чайковского', 'name:de': 'Permer Akademisches Opern- und Ballett-Theater P. I. Tschaikowski', 'name:en': 'Perm Tchaikovsky Opera and Ballet Theatre', 'name:ru': 'Пермский театр оперы и балета имени П. И. Чайковского', 'operator': 'ГКБУК «Пермский театр оперы и балета им. П. И. Чайковского»', 'phone': '+7 342 2123087', 'ref:mkrf_theaters': '12713', 'tourism': 'attraction', 'website': 'https://permopera.ru/', 'wikidata': 'Q115035', 'wikipedia': 'ru:Пермский театр оперы и балета имени П. И. Чайковского'}"
"way"	52735601	"ПАО «Мотовилихинские заводы»"			""	"Motovilikha Plants"	""	"public company"	"Q4304815"	""	"{'barrier': 'wall', 'landuse': 'industrial', 'name': 'ПАО «Мотовилихинские заводы»', 'wikidata': 'Q4304815', 'wikipedia': 'ru:Мотовилихинские заводы'}"
"way"	25207621	"Высшая школа экономики"			""	"Escola d'Estudis Avançats en Ciències Econòmiques"	""	"open-access publisher"	"Q1959511"	"official_name=Национальный исследовательский университет \"Высшая школа экономики\" в Перми"	"{'addr:city': 'Пермь', 'addr:housenumber': '51', 'addr:postcode': '66080', 'addr:street': 'бульвар Гагарина', 'amenity': 'school', 'building': 'yes', 'building:levels': '5', 'contact:email': 'info@hse.perm.ru', 'contact:website': 'https://perm.hse.ru/', 'name': 'Высшая школа экономики', 'official_name': 'Национальный исследовательский университет \"Высшая школа экономики\" в Перми', 'phone': '+7 342 2055250', 'wikidata': 'Q1959511', 'wikipedia': 'ru:Высшая школа экономики'}"
"relation"	6179650	"E 22 Russia East"			""	"E22"	"E22"	"road"	"Q322164"	"name:en=E 22 Russia East, name:nl=E22 Rusland Oost, name:ru=Европейский маршрут E 22"	"{'description': 'stretch of route Kazan — Elabuga — Perm — Yekaterinburg — Tyumen — Ishim', 'name': 'E 22 Russia East', 'name:en': 'E 22 Russia East', 'name:nl': 'E22 Rusland Oost', 'name:ru': 'Европейский маршрут E 22', 'network': 'e-road', 'ref': 'E 22', 'route': 'road', 'section': 'Russia East', 'type': 'route', 'wikidata': 'Q322164', 'wikipedia': 'ru:Европейский маршрут E22'}"
"relation"	6046915	"Коми-Пермяцкий округ"			""	"Districte Komi-permiak, Permiàkia"	""	"subdivisions of Russia"	"Q3433246"	""	"{'addr:region': 'Пермский край', 'admin_level': '5', 'boundary': 'administrative', 'name': 'Коми-Пермяцкий округ', 'old_name': 'Коми-Пермяцкий автономный округ', 'type': 'boundary', 'wikidata': 'Q3433246', 'wikipedia': 'ru:Коми-Пермяцкий округ'}"
"relation"	1075769	"Большесосновский муниципальный округ"			""	"raion de Bólxaia Sosnova"	""	"municipal district"	"Q890403"	"name:en=Bolshesosnovsky District, name:ja=ボリシャヤ・ソスノフカ地区"	"{'admin_level': '6', 'boundary': 'administrative', 'name': 'Большесосновский муниципальный округ', 'name:en': 'Bolshesosnovsky District', 'name:ja': 'ボリシャヤ・ソスノフカ地区', 'official_status': 'ru:муниципальный округ', 'population': '11994', 'population:date': '2021-01-01', 'start_date': '1924', 'type': 'boundary', 'wikidata': 'Q890403', 'wikipedia': 'ru:Большесосновский район'}"
"relation"	1071165	"Верещагинский городской округ"			"Верещагинский район"	"raion de Veresxàguino"	""	"municipal district"	"Q766542"	"name:en=Vereshchaginsky District, name:ja=ヴェレシチャギノ地区"	"{'addr:region': 'Пермский край', 'admin_level': '6', 'alt_name': 'Верещагинский район', 'boundary': 'administrative', 'name': 'Верещагинский городской округ', 'name:en': 'Vereshchaginsky District', 'name:ja': 'ヴェレシチャギノ地区', 'official_status': 'ru:городской округ', 'population': '38038', 'population:date': '2021-01-01', 'start_date': '1921', 'type': 'boundary', 'wikidata': 'Q766542', 'wikipedia': 'ru:Верещагинский район'}"
"relation"	3547897	"Волегово"			"п Волегово"	"Volégovo"	"Volégovo"	"razyezd"	"Q19614286"	"official_name=разъезд поселок Волегово"	"{'addr:country': 'RU', 'addr:district': 'Верещагинский городской округ', 'addr:postcode': '617126', 'addr:region': 'Пермский край', 'alt_name': 'п Волегово', 'boundary': 'administrative', 'landuse': 'residential', 'name': 'Волегово', 'official_name': 'разъезд поселок Волегово', 'official_status': 'ru:разъезд', 'okato:user': '57212802007', 'oktmo:user': '57612425126', 'place': 'hamlet', 'population': '11', 'population:date': '2010', 'source': 'cadaster', 'type': 'boundary', 'wikidata': 'Q19614286', 'wikipedia': 'ru:Волегово'}"
"relation"	1268692	"Орджоникидзевский район"			""	"districte municipal d'Ordjonikidzevski"	""	"city district in Russia"	"Q3926930"	"name:en=Ordzhonikidzevsky City District"	"{'admin_level': '9', 'boundary': 'administrative', 'name': 'Орджоникидзевский район', 'name:en': 'Ordzhonikidzevsky City District', 'population': '115722', 'population:date': '2021-01-01', 'source': 'http://ru.wikipedia.org/wiki/%D0%A4%D0%B0%D0%B9%D0%BB:Administrative_divisions_of_Perm_(ru).svg', 'type': 'boundary', 'wikidata': 'Q3926930', 'wikipedia': 'ru:Орджоникидзевский район (Пермь)'}"
