"# Generated by write_osm_objects_report from LangToolsOSM 0.0.15 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(72195);map_to_area->.divisio; nwr(area.divisio)[wikidata][name][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	336521599	"Саров"			"Arzamas-16"	"Sarov"	""	"Q193522"	"name:de=Sarow, name:en=Sarov, name:hu=Szarov, name:ja=サロフ, name:pl=Sarow, name:ru=Саров"	"{'alt_name': 'Arzamas-16', 'name': 'Саров', 'name:de': 'Sarow', 'name:en': 'Sarov', 'name:hu': 'Szarov', 'name:ja': 'サロフ', 'name:pl': 'Sarow', 'name:ru': 'Саров', 'official_status': 'ru:город', 'okato:user': '22503000', 'place': 'town', 'population': '94417', 'population:date': '2015-01-01', 'wikidata': 'Q193522', 'wikipedia': 'ru:Саров'}"
"node"	689113186	"Ломакино"			""	"Lomakino"	""	"Q4266098"	""	"{'addr:district': 'Гагинский район', 'addr:region': 'Нижегородская область', 'name': 'Ломакино', 'official_status': 'ru:село', 'place': 'hamlet', 'wikidata': 'Q4266098', 'wikipedia': 'ru:Ломакино (Нижегородская область)'}"
"node"	6441334183	"МиГ-25ПУ"			""	"Mikoian-Gurévitx MiG-27, Mikoian-Gurèvitx MiG-27, MiG-27"	"Mikoian-Gurévitx MiG-27"	"Q234069"	""	"{'description': 'Сверхзвуковой высотный истрибитель-перехватчик 3-го поколения (учебный)', 'historic': 'aircraft', 'name': 'МиГ-25ПУ', 'wikidata': 'Q234069', 'wikipedia': 'ru:МиГ-25'}"
"node"	909309245	"Петрово"			""	"Petrowo"	""	"Q352792"	""	"{'name': 'Петрово', 'official_status': 'ru:деревня', 'place': 'hamlet', 'wikidata': 'Q352792', 'wikipedia': 'ru:Петрово'}"
"node"	6420537359	"Кочко-Пожарки"			""	"Kotxko-Pojarki"	""	"Q4236822"	""	"{'name': 'Кочко-Пожарки', 'official_status': 'ru:село', 'place': 'village', 'wikidata': 'Q4236822', 'wikipedia': 'ru:Кочко-Пожарки'}"
"way"	498339138	"Управление ГО и ЧС"			""	"Ministeri de Situacions d'Emergència"	""	"Q2624171"	""	"{'addr:housenumber': '2', 'addr:postcode': '607227', 'addr:street': 'улица Жуковского', 'building': 'yes', 'name': 'Управление ГО и ЧС', 'website': 'https://ugochs.ru/', 'wikidata': 'Q2624171', 'wikipedia': 'ru:МЧС России'}"
"way"	203686646	"улица Терёхина"			""	"Gagino"	""	"Q4131436"	"name:ba=Ленин урамы, name:be=вулiца Ленiна, name:de=Leninstraße, name:fr=Rue Lénine, name:mrj=Ленин öлицä, name:ru=улица Ленина, name:tt=Ленин урамы"	"{'description': 'Лукоянов — Гагино — Салганы — Уразовка', 'highway': 'secondary', 'name': 'улица Терёхина', 'name:ba': 'Ленин урамы', 'name:be': 'вулiца Ленiна', 'name:de': 'Leninstraße', 'name:fr': 'Rue Lénine', 'name:mrj': 'Ленин öлицä', 'name:ru': 'улица Ленина', 'name:tt': 'Ленин урамы', 'ref': '22К-0072', 'surface': 'asphalt', 'wikidata': 'Q4131436', 'wikipedia': 'ru:Гагино (Нижегородская область)'}"
"way"	151302807	"Нижегородский государственный педагогический университет"			""	"Universitat Estatal Pedagògica de Nijni Nóvgorod"	""	"Q4318650"	""	"{'addr:housenumber': '1', 'addr:postcode': '603950', 'addr:street': 'улица Ульянова', 'amenity': 'university', 'name': 'Нижегородский государственный педагогический университет', 'website': 'http://www.mininuniver.ru/', 'wikidata': 'Q4318650', 'wikipedia': 'ru:Нижегородский государственный педагогический университет имени Козьмы Минина'}"
"relation"	6260043	"E 22 Russia West"			""	"E22"	"E22"	"Q322164"	"name:en=E 22 Russia West, name:fr=E 22 Russie Ouest, name:nl=E22 Rusland West, name:ru=Европейский маршрут E 22"	"{'description': 'stretch of route Velikie Luki — Moskva — Vladimir — Nizhny Novgorod — Kazan', 'name': 'E 22 Russia West', 'name:en': 'E 22 Russia West', 'name:fr': 'E 22 Russie Ouest', 'name:nl': 'E22 Rusland West', 'name:ru': 'Европейский маршрут E 22', 'network': 'e-road', 'ref': 'E 22', 'route': 'road', 'section': 'Russia West', 'type': 'route', 'wikidata': 'Q322164', 'wikipedia': 'ru:Европейский маршрут E22'}"
