"# Generated by write_osm_objects_report from LangToolsOSM 0.1 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), query=[out:json][timeout:1000]; rel(18000);map_to_area->.municipi; nwr(area.municipi)[name~'^([Aa]vinguda|[Cc]arrer|[Cc]amí|[Pp]arc|[Pp]laça) '][!'name:ca']; out tags qt;"	""	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	"4036325678"	"Parc Ducup"	""	""	""	""	""	""	""	""	"{'name': 'Parc Ducup', 'place': 'neighbourhood', 'source': 'cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2016'}"
"node"	"9275550540"	"Parc des Sports"	""	""	""	""	""	""	""	""	"{'name': 'Parc des Sports', 'public_transport': 'platform'}"
"node"	"9275550541"	"Parc des Sports"	""	""	""	""	""	""	""	""	"{'name': 'Parc des Sports', 'public_transport': 'platform'}"
"node"	"9589839653"	"Parc des Sports"	""	""	""	""	""	""	""	""	"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Parc des Sports', 'public_transport': 'platform'}"
"node"	"9589839654"	"Parc des Sports"	""	""	""	""	""	""	""	""	"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Parc des Sports', 'public_transport': 'platform'}"
"node"	"9591775454"	"Parc des Expositions"	""	""	""	""	""	""	""	""	"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Parc des Expositions', 'network': 'Sankéo', 'public_transport': 'platform'}"
"node"	"9591775455"	"Parc des Expositions"	""	""	""	""	""	""	""	""	"{'bus': 'yes', 'highway': 'bus_stop', 'name': 'Parc des Expositions', 'network': 'Sankéo', 'public_transport': 'platform'}"
"way"	"67713225"	"Parc Sant Vicens"	""	""	""	""	""	""	""	""	"{'dog': 'no', 'fixme': ""l'extension du parc a été cartographié à partir du plan et de piclayer, à affiner grace au terrain et aux orthophotos quand elles seront dispos"", 'leisure': 'park', 'name': 'Parc Sant Vicens', 'operator': 'Ville de Perpignan', 'phone': '+33 4 68 66 30 30', 'wheelchair': 'yes'}"
"way"	"191104165"	"Parc de la Pépinière"	""	""	""	""	""	""	""	""	"{'barrier': 'fence', 'leisure': 'park', 'name': 'Parc de la Pépinière'}"
"way"	"198009325"	"Parc Maillol"	""	""	""	""	""	""	""	""	"{'leisure': 'park', 'name': 'Parc Maillol'}"
"relation"	"14410322"	"Parc urbain La lunette de Canet"	""	""	""	""	""	""	""	""	"{'fixme': 'vérifie les parkings autour du parc', 'leisure': 'park', 'name': 'Parc urbain La lunette de Canet', 'old_name': 'Jardin du Champ de Mars', 'type': 'multipolygon'}"
