"# Generated by write_osm_objects_report from LangToolsOSM 0.1 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), area=Catalunya del Nord, filters=nwr['name:ca'~'^[Pp]arc ']"	""	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	"9948067442"	"Parc des Anglades"	"Parc de les Anglades"	""	""	""	""	""	""	"name:ca=Parc de les Anglades"	"{'leisure': 'sports_centre', 'name': 'Parc des Anglades', 'name:ca': 'Parc de les Anglades', 'operator': 'Commune de Montesquieu-des-Albères', 'operator:type': 'public', 'operator:wikidata': 'Q8997', 'website': 'https://www.montesquieu-des-alberes.fr/decouvrir-montesquieu/patrimoine/le-parc-des-anglades/'}"
"way"	"81290171"	"Parc du Casino"	"Parc del Casino"	""	""	""	""	""	""	"name:ca=Parc del Casino"	"{'leisure': 'park', 'name': 'Parc du Casino', 'name:ca': 'Parc del Casino', 'source': 'cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010'}"
"way"	"716601362"	"Parc Communal"	"Parc Comunal"	""	""	""	""	""	""	"name:ca=Parc Comunal"	"{'leisure': 'park', 'name': 'Parc Communal', 'name:ca': 'Parc Comunal'}"
"way"	"215075122"	"Parc Aventura"	"Parc Aventura"	""	""	""	""	""	""	"name:ca=Parc Aventura"	"{'building': 'yes', 'name': 'Parc Aventura', 'name:ca': 'Parc Aventura', 'source': 'Bing'}"
"way"	"151256957"	"Parc Palauda"	"Parc Palauda"	""	""	""	""	""	""	"name:ca=Parc Palauda"	"{'access': 'private', 'leisure': 'park', 'name': 'Parc Palauda', 'name:ca': 'Parc Palauda'}"
"way"	"192935983"	"Parc des Sports Alain Mimoun"	"Parc dels Esports"	""	""	""	""	""	""	"name:ca=Parc dels Esports"	"{'addr:postcode': '66931', 'addr:street': 'Avenue Paul Alduy', 'dog': 'no', 'leisure': 'sports_centre', 'name': 'Parc des Sports Alain Mimoun', 'name:ca': 'Parc dels Esports', 'opening_hours': 'Mo-Sa 07:00-22:00; Su 08:00-20:00', 'phone': '+33 4 68 62 39 00', 'website': 'https://www.mairie-perpignan.fr/fr/sport/structures/parc-sports', 'wheelchair': 'yes'}"
"way"	"67713225"	"Parc Sant Vicens"	"Parc Sant Vicenç"	""	""	""	""	""	""	"name:ca=Parc Sant Vicenç"	"{'dog': 'no', 'fixme': ""l'extension du parc a été cartographié à partir du plan et de piclayer, à affiner grace au terrain et aux orthophotos quand elles seront dispos"", 'leisure': 'park', 'name': 'Parc Sant Vicens', 'name:ca': 'Parc Sant Vicenç', 'operator': 'Ville de Perpignan', 'phone': '+33 4 68 66 30 30', 'wheelchair': 'yes'}"
"way"	"856936023"	"Parc de la Madeleine"	"Parc d'Atraccions de la Magdalena"	""	""	""	""	""	""	"loc_name=Parc de la Poste, name:ca=Parc d'Atraccions de la Magdalena"	"{'leisure': 'park', 'loc_name': 'Parc de la Poste', 'name': 'Parc de la Madeleine', 'name:ca': ""Parc d'Atraccions de la Magdalena"", 'website': 'https://www.ville-cabestany.fr/fr/sport-et-balades/aires-de-jeux/parc-de-la-madeleine'}"
"way"	"1021764823"	"Parc Durand"	"Parc Durand"	""	""	""	""	""	""	"name:ca=Parc Durand"	"{'leisure': 'park', 'name': 'Parc Durand', 'name:ca': 'Parc Durand', 'operator': 'Mairie de Saint-Nazaire', 'operator:type': 'public'}"
"way"	"921867874"	"Square de la Médaille Militaire"	"Parc de la Medalla Militar"	""	""	""	""	""	""	"name:ca=Parc de la Medalla Militar"	"{'dogs': 'no', 'leisure': 'park', 'name': 'Square de la Médaille Militaire', 'name:ca': 'Parc de la Medalla Militar', 'source': 'cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2021'}"
"way"	"43276573"	"Square du Souvenir Français"	"Parc del Souvenir Francès"	""	""	""	""	""	""	"name:ca=Parc del Souvenir Francès"	"{'leisure': 'park', 'lit': 'yes', 'name': 'Square du Souvenir Français', 'name:ca': 'Parc del Souvenir Francès'}"
"relation"	"5488773"	"Parc naturel régional des Pyrénées catalanes"	"Parc Natural Regional del Pirineu Català"	""	""	"Parc Natural Regional del Pirineu Català, Parc dels Pirineus Catalans, Parc Natural Regional dels Pirineus Catalans, Parc natural dels Pirineus Catalans, Parc natural del Pirineu Català"	"Parc Natural Regional del Pirineu Català"	"protected area"	"Q1570794"	"name:ca=Parc Natural Regional del Pirineu Català, name:de=Regionaler Naturpark Katalanische Pyrenäen, name:en=Catalan Pyrenees Regional Natural Park, short_name=Parc des Pyrénées catalanes"	"{'boundary': 'protected_area', 'iucn_level': '5', 'name': 'Parc naturel régional des Pyrénées catalanes', 'name:ca': 'Parc Natural Regional del Pirineu Català', 'name:de': 'Regionaler Naturpark Katalanische Pyrenäen', 'name:en': 'Catalan Pyrenees Regional Natural Park', 'protect_class': '5', 'protection_title': 'parc naturel régional', 'ref:FR:INPN': 'FR8000044', 'short_name': 'Parc des Pyrénées catalanes', 'start_date': '2004-03-05', 'type': 'boundary', 'website': 'http://www.parc-pyrenees-catalanes.fr/', 'wikidata': 'Q1570794', 'wikipedia': 'fr:Parc naturel régional des Pyrénées catalanes'}"
